stats_g/std,train/mean_Q,stats_g/mean,train/success_rate,train/episode,epoch,stats_o/std,stats_o/mean
6.474041938781738,0.8960345983505249,-6.772180557250977,0.0,16300.0,0,5.81862735748291,-5.3859148025512695
6.473531723022461,0.9030987620353699,-6.774661064147949,0.0,16350.0,1,5.818671226501465,-5.388255596160889
6.474045753479004,0.9044891595840454,-6.776421546936035,0.0,16400.0,2,5.819300651550293,-5.3900346755981445
