Outer_MeanRewards,Outer_Success,Outer_iter
0.0,0.0368852459016,0
0.0,0.299180327869,1
0.0,0.377049180328,2
0.0,0.450819672131,3
0.0,0.456967213115,4
0.0,0.411885245902,5
0.0,0.477459016393,6
0.0,0.571721311475,7
0.0,0.614754098361,8
0.0,0.68237704918,9
0.0,0.594262295082,10
0.0,0.690573770492,11
0.0,0.616803278689,12
0.0,0.655737704918,13
0.0,0.696721311475,14
0.0,0.717213114754,15
0.0,0.770491803279,16
0.0,0.696721311475,17
0.0,0.639344262295,18
0.0,0.637295081967,19
0.0,0.651639344262,20
0.0,0.649590163934,21
0.0,0.641393442623,22
0.0,0.696721311475,23
0.0,0.672131147541,24
0.0,0.563524590164,25
0.0,0.647540983607,26
0.0,0.540983606557,27
0.0,0.616803278689,28
0.0,0.502049180328,29
0.0,0.637295081967,30
0.0,0.645491803279,31
0.0,0.733606557377,32
0.0,0.717213114754,33
0.0,0.752049180328,34
0.0,0.752049180328,35
0.0,0.71106557377,36
0.0,0.670081967213,37
0.0,0.709016393443,38
0.0,0.612704918033,39
0.0,0.629098360656,40
0.0,0.657786885246,41
0.0,0.573770491803,42
0.0,0.5,43
0.0,0.65368852459,44
0.0,0.657786885246,45
0.0,0.647540983607,46
0.0,0.743852459016,47
0.0,0.723360655738,48
0.0,0.668032786885,49
0.0,0.688524590164,50
0.0,0.643442622951,51
0.0,0.661885245902,52
0.0,0.75,53
0.0,0.731557377049,54
