Outer_Success,Outer_iter,Outer_MeanRewards
0.0409836065574,0,0.0
0.370901639344,1,0.0
0.665983606557,2,0.0
0.780737704918,3,0.0
0.680327868852,4,0.0
0.690573770492,5,0.0
0.829918032787,6,0.0
0.852459016393,7,0.0
0.790983606557,8,0.0
0.860655737705,9,0.0
0.862704918033,10,0.0
0.850409836066,11,0.0
0.838114754098,12,0.0
0.858606557377,13,0.0
0.850409836066,14,0.0
0.889344262295,15,0.0
0.875,16,0.0
0.864754098361,17,0.0
0.844262295082,18,0.0
0.829918032787,19,0.0
0.825819672131,20,0.0
0.831967213115,21,0.0
0.84631147541,22,0.0
0.872950819672,23,0.0
0.868852459016,24,0.0
0.848360655738,25,0.0
0.834016393443,26,0.0
0.811475409836,27,0.0
0.795081967213,28,0.0
0.793032786885,29,0.0
0.784836065574,30,0.0
0.793032786885,31,0.0
0.813524590164,32,0.0
0.688524590164,33,0.0
0.72131147541,34,0.0
0.747950819672,35,0.0
0.745901639344,36,0.0
0.745901639344,37,0.0
0.786885245902,38,0.0
0.815573770492,39,0.0
0.840163934426,40,0.0
0.850409836066,41,0.0
0.831967213115,42,0.0
0.809426229508,43,0.0
0.768442622951,44,0.0
0.713114754098,45,0.0
0.762295081967,46,0.0
0.715163934426,47,0.0
0.741803278689,48,0.0
0.772540983607,49,0.0
0.809426229508,50,0.0
0.797131147541,51,0.0
0.801229508197,52,0.0
0.813524590164,53,0.0
0.80737704918,54,0.0
