Outer_iter,MinDisToGoal,Outer_Success
0,0.22536130850796585,0.04
1,0.2376272335883888,0.04
2,0.22599253355115534,0.09
3,0.2290865718572126,0.09
4,0.23327969202218926,0.09
5,0.21276628055142205,0.14
6,0.200560562431172,0.14
7,0.22041781587810494,0.17
8,0.22076937767788288,0.17
9,0.1916692791572134,0.17
10,0.20008409541398958,0.17
11,0.1961696710544609,0.17
12,0.19782858186600996,0.17
13,0.22230729608139163,0.17
14,0.2062762452625988,0.17
15,0.17952828021872866,0.17
16,0.17671050882397615,0.23
17,0.18426436680157254,0.23
18,0.1858712428004817,0.23
19,0.17565475845878073,0.23
20,0.17758803967060452,0.23
21,0.18259411298056205,0.24
22,0.17953617157849158,0.28
23,0.195830635439468,0.28
24,0.18634277066510146,0.28
25,0.19754126184061058,0.28
26,0.18740752734735147,0.28
27,0.19395498941948403,0.3
28,0.17301900753631816,0.3
29,0.18213228919846863,0.3
30,0.1566917283621352,0.3
31,0.147795968232007,0.34
32,0.16396054742115762,0.36
33,0.16265208861399025,0.36
34,0.15339591133096986,0.36
35,0.17982660354955404,0.36
36,0.15723983260459673,0.36
37,0.17551050151931455,0.4
38,0.175226908450944,0.4
39,0.17277388264304508,0.4
40,0.1561120564742545,0.4
41,0.2027423822297535,0.4
42,0.16935460663868013,0.4
43,0.17448305245146375,0.4
44,0.15432300698296386,0.4
45,0.1765309206737383,0.4
46,0.15363186973458304,0.4
47,0.15315199123444037,0.4
48,0.1101279982611205,0.4
49,0.17492204593056798,0.4
50,0.14946713072243023,0.4
51,0.14330307872359987,0.4
52,0.14742834145899517,0.41
53,0.11919938822892111,0.41
54,0.12869988843288874,0.46
55,0.14055611140099308,0.46
56,0.1290016686260359,0.46
57,0.13026583659998722,0.46
58,0.10865626492633167,0.46
59,0.11199342847474442,0.54
60,0.09735134008100661,0.54
61,0.1011210758287982,0.54
62,0.12904501738565466,0.54
63,0.12083555610646377,0.54
64,0.1254059983589441,0.54
65,0.09945284741667429,0.54
66,0.09739289056848685,0.56
