Outer_iter,MinDisToGoal,Outer_Success
111,0.020136058113886718,0.98
112,0.04285554814182495,0.98
113,0.04576494485901315,0.98
114,0.03785407198123019,0.98
115,0.03366051144466389,0.98
116,0.025845929074499625,0.98
117,0.02212304446572279,0.98
118,0.021478819069697862,0.98
119,0.015115676481319116,0.98
120,0.017470880267964804,0.98
121,0.028339356456935545,0.98
122,0.01888294363919656,0.98
123,0.020830323430737638,0.98
124,0.029138451536193176,0.98
125,0.027971633510535634,0.98
126,0.019716526754163563,0.98
127,0.03220894880323713,0.98
128,0.0183462063506519,0.98
129,0.020839739984961178,0.98
130,0.020397623172229568,0.98
131,0.014651839690795178,0.98
132,0.023761153495688872,0.98
133,0.0213485054948619,0.98
134,0.020106364485831793,0.98
135,0.01875521896317615,0.98
136,0.019713361685594913,0.98
137,0.021068764541729096,0.98
138,0.019805255989580616,0.98
139,0.012315729108994797,0.98
140,0.019410221091253198,0.99
141,0.01673078730106536,0.99
142,0.017883184686438992,0.99
143,0.031583847232581695,0.99
144,0.015112778122702572,0.99
145,0.019888376990467974,0.99
146,0.02012969119183857,0.99
147,0.015089149376027382,0.99
148,0.018308984737707062,0.99
149,0.01709217237249534,0.99
150,0.014259346746201631,0.99
151,0.01525193823765853,0.99
152,0.015500908870884917,0.99
153,0.020568679761926875,0.99
154,0.025395179630445745,0.99
155,0.022706670123577296,0.99
156,0.021569910303502127,0.99
157,0.018855478577342488,0.99
158,0.02105104224166519,0.99
159,0.01875502388277366,0.99
160,0.012510858160612657,0.99
161,0.01721573367733639,0.99
162,0.012375723746959184,0.99
163,0.012940901981431411,0.99
164,0.012757304945208074,0.99
165,0.015280800231692346,0.99
166,0.021728960266995778,0.99
167,0.011974375955593974,0.99
168,0.014244054723768702,0.99
169,0.012740645691962009,0.99
170,0.017720948940882605,0.99
171,0.014611035896295881,0.99
172,0.014371001726020455,0.99
173,0.015320344263240557,0.99
174,0.016269484251544456,0.99
175,0.012137949580670018,0.99
176,0.014191288831030414,1.0
177,0.011554528804650181,1.0
178,0.01273870085351885,1.0
179,0.011851729950230355,1.0
180,0.015343266097518467,1.0
181,0.02613870078463643,1.0
182,0.013445372211751367,1.0
183,0.010334934536643303,1.0
184,0.015401764834726123,1.0
185,0.013779756773639611,1.0
186,0.020260801727769565,1.0
187,0.014726121307184011,1.0
188,0.012737985757656748,1.0
189,0.009909691829866603,1.0
190,0.014411929541594308,1.0
191,0.018926938180316807,1.0
192,0.02386402759513808,1.0
193,0.023067160787092686,1.0
194,0.01649088824593432,1.0
195,0.011049350754042453,1.0
196,0.01726249462485219,1.0
197,0.023578274408514246,1.0
198,0.01568102897548417,1.0
199,0.020708615755094546,1.0
200,0.010228197084032293,1.0
201,0.012226949276885715,1.0
202,0.019446317776333145,1.0
203,0.012376629460948231,1.0
204,0.01088886125945114,1.0
205,0.016201985696474276,1.0
206,0.013685486106545186,1.0
207,0.017176230449651747,1.0
208,0.013591114092917104,1.0
209,0.01796979962513305,1.0
210,0.019788634827436924,1.0
211,0.021265804299631617,1.0
212,0.02267473699644552,1.0
213,0.020986353366916625,1.0
214,0.021941969056944503,1.0
215,0.024525794867214824,1.0
216,0.01888226630453886,1.0
217,0.029572802246211713,1.0
218,0.022714032885775445,1.0
219,0.018655062231615043,1.0
220,0.012749660761907262,1.0
221,0.014919330194412979,1.0
222,0.011036720813767142,1.0
223,0.017919353604160488,1.0
224,0.013054604685749076,1.0
225,0.030636578980435397,1.0
226,0.027249715774248992,1.0
227,0.01937244392041719,1.0
228,0.03012878126608605,1.0
229,0.011898862250080196,1.0
230,0.01698493237296311,1.0
231,0.018479719360798248,1.0
232,0.031957946464025395,1.0
233,0.013811155088731564,1.0
234,0.021077789996367197,1.0
235,0.015995972745505196,1.0
236,0.01596551046842646,1.0
237,0.019066000457723907,1.0
238,0.019648604154045235,1.0
239,0.01917246431603848,1.0
240,0.020931152278967077,1.0
241,0.01430864311525694,1.0
242,0.01072414142440492,1.0
243,0.013917422844617602,1.0
244,0.01963080366449991,1.0
245,0.015396194384800142,1.0
246,0.021127950866707962,1.0
247,0.0177938292134579,1.0
248,0.01794652782867855,1.0
249,0.02065022334187608,1.0
250,0.02308656916553507,1.0
251,0.012681970330691872,1.0
252,0.012756349250482767,1.0
253,0.01253891573677949,1.0
254,0.011932919475499649,1.0
255,0.020057663722731562,1.0
256,0.022227943020728926,1.0
257,0.02288709766871755,1.0
258,0.014669214548377416,1.0
259,0.02989911480568069,1.0
260,0.021959723159806065,1.0
261,0.051066939016137,1.0
262,0.028102030234818876,1.0
263,0.016010710436600403,1.0
264,0.017911576167939314,1.0
265,0.014687961063684769,1.0
266,0.010316019184395337,1.0
267,0.012429555643455095,1.0
268,0.016878526564610016,1.0
269,0.023521352269254128,1.0
270,0.015348745110946763,1.0
271,0.030040241879591617,1.0
272,0.01233798466481916,1.0
273,0.020706689548943547,1.0
274,0.015088553006035097,1.0
275,0.011810189536963993,1.0
276,0.02000460220618856,1.0
277,0.02422756593666889,1.0
278,0.02423654982818119,1.0
279,0.010176522900151346,1.0
280,0.009926944896477606,1.0
281,0.022633153298399468,1.0
282,0.017811172747180807,1.0
283,0.009143504106942391,1.0
284,0.014844196469096405,1.0
285,0.033851948025768984,1.0
286,0.013974373618367458,1.0
287,0.017825990429374404,1.0
288,0.010317327856291414,1.0
289,0.019856735957291326,1.0
290,0.014381267112792681,1.0
291,0.017592314975755557,1.0
292,0.01793025091467347,1.0
293,0.019003011988069234,1.0
294,0.019035439123680355,1.0
295,0.021298034333534135,1.0
296,0.01951861726836784,1.0
297,0.020744373235028896,1.0
298,0.011057561241682666,1.0
299,0.027177787442293596,1.0
300,0.013876671864490167,1.0
301,0.016759214904079806,1.0
302,0.017293240936364463,1.0
303,0.01687178292681478,1.0
304,0.016320686704511627,1.0
305,0.019899361304823327,1.0
306,0.02060705933425566,1.0
307,0.013726814112757526,1.0
308,0.026131301408413642,1.0
309,0.015573720695938795,1.0
310,0.014380861041049737,1.0
311,0.014486399121268556,1.0
312,0.015024089333244029,1.0
313,0.013638237385845107,1.0
314,0.020704273484169162,1.0
315,0.014903517964237294,1.0
316,0.012477042629497741,1.0
317,0.010024178532562709,1.0
318,0.016679875914486858,1.0
319,0.00899414575533673,1.0
320,0.027703328807936925,1.0
321,0.036095262045795135,1.0
322,0.03235517306513893,1.0
323,0.031249639332355375,1.0
324,0.024929280424299663,1.0
325,0.022889620746091605,1.0
326,0.04440410343764458,1.0
327,0.02272699019363288,1.0
328,0.03668563169467956,1.0
329,0.03701836385062558,1.0
330,0.024113222712436905,1.0
331,0.028554905047318394,1.0
332,0.01338425808897484,1.0
333,0.024864751073409245,1.0
334,0.019188993501142226,1.0
335,0.019919149924318254,1.0
336,0.025323723344128832,1.0
337,0.013821205918940411,1.0
338,0.016192172865830967,1.0
339,0.015239729721443834,1.0
340,0.030245329493942482,1.0
341,0.018598518316359208,1.0
342,0.014778349987403882,1.0
343,0.022408252671953375,1.0
344,0.013279933957413705,1.0
345,0.01937780271247506,1.0
346,0.011155838328475847,1.0
347,0.010805819089746975,1.0
348,0.014108191266280495,1.0
349,0.014422988241715435,1.0
350,0.01076461257159117,1.0
351,0.020760938426640962,1.0
352,0.015841432133089677,1.0
353,0.013498570226698127,1.0
354,0.023972797932697517,1.0
355,0.02386672652811542,1.0
356,0.00988170593550115,1.0
357,0.015839237079457703,1.0
358,0.01759817007445984,1.0
359,0.012306487741810358,1.0
360,0.015193452964893545,1.0
361,0.00954801035671067,1.0
362,0.014677627262811625,1.0
363,0.01162404498891697,1.0
364,0.01980489582995115,1.0
365,0.01478410569765223,1.0
366,0.013820652725960362,1.0
367,0.013405886323960677,1.0
368,0.010165629371106934,1.0
369,0.013145378116230136,1.0
370,0.011932407673939495,1.0
371,0.015258878940284826,1.0
372,0.008979200458870972,1.0
373,0.01372963026331254,1.0
374,0.021313176987788503,1.0
375,0.010571259175160348,1.0
376,0.012017384651795604,1.0
377,0.011968583683053374,1.0
378,0.014107392117276936,1.0
379,0.013096751509207881,1.0
380,0.015150385277719192,1.0
381,0.011592735986878232,1.0
382,0.01013030990247802,1.0
383,0.017690375394369805,1.0
384,0.023582632909403017,1.0
385,0.01295749715072312,1.0
386,0.010918290068264563,1.0
387,0.01233151997721612,1.0
388,0.01261734896626783,1.0
389,0.023054815394432375,1.0
390,0.01747074682103765,1.0
391,0.022263785439187198,1.0
392,0.014501154891403488,1.0
393,0.00988736307812156,1.0
394,0.01001512399438653,1.0
395,0.011141522202274625,1.0
396,0.010283355415097763,1.0
397,0.01041677074918027,1.0
398,0.01018093824472073,1.0
399,0.012447767873795597,1.0
400,0.012871440875959124,1.0
401,0.01321594831594214,1.0
402,0.01177182711370527,1.0
403,0.011014359343009655,1.0
404,0.010498829063399046,1.0
405,0.013899639842791887,1.0
406,0.011213533317076908,1.0
407,0.010368455114158374,1.0
408,0.01233678188948103,1.0
409,0.009686433722252336,1.0
410,0.013884927920094875,1.0
411,0.010721277316422705,1.0
412,0.013625983891926152,1.0
413,0.015071597102760324,1.0
414,0.012635974404095522,1.0
415,0.013012041187745094,1.0
416,0.011020256062429408,1.0
417,0.015035232121250679,1.0
418,0.012472632148923257,1.0
419,0.010867856867029962,1.0
420,0.012427016112542724,1.0
421,0.013347074888533449,1.0
422,0.015621260872614428,1.0
423,0.009060943768616998,1.0
424,0.014870031176018563,1.0
425,0.018764843882062923,1.0
426,0.0097202513334418,1.0
427,0.00974478901349756,1.0
428,0.012228426118829284,1.0
429,0.009865047877548758,1.0
430,0.010198598451952952,1.0
431,0.01140764049898611,1.0
432,0.012818947667371162,1.0
433,0.013550357174765649,1.0
434,0.011063306874832637,1.0
435,0.009004680308551484,1.0
436,0.010361690251838317,1.0
437,0.011800424721416158,1.0
438,0.011272953740731057,1.0
439,0.014296243991597355,1.0
440,0.009902897631109632,1.0
441,0.01496083243351911,1.0
442,0.01950005814515583,1.0
443,0.015300145763351383,1.0
444,0.011114818885564183,1.0
445,0.013432290765548735,1.0
446,0.008898050980356103,1.0
