Outer_MeanRewards,Outer_Success,Outer_iter
0.0819672131148,0.0819672131148,0
0.125,0.125,1
0.27868852459,0.27868852459,2
0.375,0.375,3
0.389344262295,0.389344262295,4
0.360655737705,0.360655737705,5
0.495901639344,0.495901639344,6
0.713114754098,0.713114754098,7
0.698770491803,0.698770491803,8
0.559426229508,0.559426229508,9
0.618852459016,0.618852459016,10
0.655737704918,0.655737704918,11
0.66393442623,0.66393442623,12
0.659836065574,0.659836065574,13
0.635245901639,0.635245901639,14
0.668032786885,0.668032786885,15
0.790983606557,0.790983606557,16
0.743852459016,0.743852459016,17
0.774590163934,0.774590163934,18
0.723360655738,0.723360655738,19
0.75,0.75,20
0.784836065574,0.784836065574,21
0.766393442623,0.766393442623,22
0.737704918033,0.737704918033,23
0.727459016393,0.727459016393,24
0.69262295082,0.69262295082,25
0.625,0.625,26
0.764344262295,0.764344262295,27
0.733606557377,0.733606557377,28
0.655737704918,0.655737704918,29
0.688524590164,0.688524590164,30
0.776639344262,0.776639344262,31
0.799180327869,0.799180327869,32
0.698770491803,0.698770491803,33
0.752049180328,0.752049180328,34
0.821721311475,0.821721311475,35
0.815573770492,0.815573770492,36
0.889344262295,0.889344262295,37
0.911885245902,0.911885245902,38
0.875,0.875,39
0.889344262295,0.889344262295,40
0.924180327869,0.924180327869,41
0.887295081967,0.887295081967,42
0.891393442623,0.891393442623,43
0.887295081967,0.887295081967,44
0.885245901639,0.885245901639,45
0.883196721311,0.883196721311,46
0.78893442623,0.78893442623,47
0.760245901639,0.760245901639,48
0.762295081967,0.762295081967,49
0.731557377049,0.731557377049,50
0.786885245902,0.786885245902,51
0.766393442623,0.766393442623,52
0.829918032787,0.829918032787,53
0.819672131148,0.819672131148,54
0.793032786885,0.793032786885,55
0.717213114754,0.717213114754,56
0.809426229508,0.809426229508,57
0.598360655738,0.598360655738,58
0.84631147541,0.84631147541,59
0.889344262295,0.889344262295,60
0.756147540984,0.756147540984,61
0.801229508197,0.801229508197,62
0.80737704918,0.80737704918,63
0.743852459016,0.743852459016,64
0.850409836066,0.850409836066,65
