Outer_Success,MinDisToGoal,Outer_iter
0.55,0.1537992041022963,142
0.55,0.16837264762481408,143
0.55,0.12341675809284658,144
0.55,0.13722449589824567,145
0.55,0.12441437161724975,146
0.55,0.1658112130611165,147
0.55,0.1385209820630257,148
0.55,0.14835854234758827,149
0.55,0.12551623249192495,150
0.55,0.15007791882099883,151
0.55,0.16986878201855174,152
0.55,0.1464273761007412,153
0.55,0.15003669955310228,154
0.55,0.12957332106715885,155
0.55,0.1346142981682101,156
0.57,0.15060545252665422,157
0.57,0.14783983842154944,158
0.57,0.17808671857687447,159
0.57,0.1528341818837972,160
0.57,0.1566072731359217,161
0.57,0.15849522005871727,162
0.57,0.15281984221450468,163
0.57,0.14262381535860366,164
0.57,0.1469122984138091,165
0.57,0.16176626223698432,166
0.57,0.16273062898281562,167
0.57,0.1387686787654628,168
0.57,0.1612043601814839,169
0.57,0.15031372732916437,170
0.57,0.1402154384171456,171
0.57,0.1596137058139163,172
0.57,0.149717693915261,173
0.57,0.17510978991079504,174
0.57,0.17054934385952852,175
0.57,0.15467286393660568,176
0.57,0.15821371676438528,177
0.57,0.15909882912792597,178
0.57,0.18245419029150828,179
0.57,0.16133625833096465,180
0.57,0.16837397355710196,181
0.57,0.15890994415202164,182
0.57,0.14871973131808477,183
0.57,0.10878938714320245,184
0.61,0.13309847612667963,185
0.61,0.16696952688263933,186
0.61,0.16309931573139524,187
0.61,0.1333616688578419,188
0.61,0.1278288457000775,189
0.61,0.14817291424583331,190
0.61,0.16268928702253282,191
0.61,0.13844513383998677,192
0.61,0.15420864161236078,193
0.61,0.18311557863321862,194
0.61,0.14017526126538038,195
0.61,0.15362998329830582,196
0.61,0.14030402414188525,197
0.61,0.13224414628472655,198
0.61,0.14597326684093653,199
0.61,0.1490920100973866,200
0.61,0.1136066422409235,201
0.61,0.13628195178694927,202
0.61,0.13213778792090522,203
0.61,0.12508368253574878,204
0.61,0.15137215274197627,205
0.61,0.12573547110139818,206
0.61,0.12286273804262508,207
0.61,0.1597426182340452,208
0.61,0.15917152403388915,209
0.61,0.1359450996796472,210
0.61,0.10460569433070463,211
0.67,0.1648666609923644,212
0.67,0.17453225964328697,213
0.67,0.14435155414526654,214
0.67,0.13250795527798703,215
0.67,0.17884457910220672,216
0.67,0.11927827542558055,217
0.67,0.15291599969193942,218
0.67,0.1476018381725257,219
0.67,0.14218010270253237,220
0.67,0.15908112143197647,221
0.67,0.16207813678660477,222
0.67,0.13524509284353844,223
0.67,0.17109810848245224,224
0.67,0.15003235918285684,225
0.67,0.16820015109810518,226
0.67,0.1566301043320277,227
0.67,0.1471552799636085,228
0.67,0.14086407834073497,229
0.67,0.13637091464945036,230
0.67,0.12062733317102654,231
0.67,0.1288131398936303,232
0.67,0.14776346278802235,233
0.67,0.15111705710271825,234
0.67,0.177675624886459,235
0.67,0.15602087074181667,236
0.67,0.12231126928334117,237
0.67,0.1536082562623059,238
0.67,0.1610315058738432,239
0.67,0.14670091468308366,240
0.67,0.16103317104906772,241
0.67,0.15902807578443812,242
0.67,0.1273602445058561,243
0.67,0.1356252178149356,244
0.67,0.1413364825065279,245
0.67,0.17084594658583138,246
0.67,0.16901137317674753,247
0.67,0.10775337283314458,248
0.67,0.12816842582526153,249
0.67,0.139218844104356,250
0.67,0.1303177716295758,251
0.67,0.14880662308722406,252
0.67,0.15866074119991508,253
0.67,0.15661412253332987,254
0.67,0.15476083176990044,255
0.67,0.1376808918992474,256
0.67,0.1526667548564228,257
0.67,0.12250357548477529,258
0.67,0.13707990843204132,259
0.67,0.12814612734291808,260
0.67,0.1607950077499807,261
0.67,0.13511920784558173,262
0.67,0.1432951268021521,263
0.67,0.13750294704394556,264
0.67,0.1367821917647306,265
0.67,0.12535892759154277,266
0.67,0.11512913941196294,267
0.67,0.13101962624257316,268
0.67,0.11884213016253263,269
0.67,0.14203736346285553,270
0.67,0.10202122966074485,271
0.67,0.143637686498572,272
0.67,0.11192364247990408,273
0.67,0.1344201622680733,274
0.67,0.11572728291265198,275
0.67,0.13836798699654185,276
0.67,0.12928727699595627,277
0.67,0.14147785903299387,278
0.67,0.13120756378213153,279
0.67,0.13546610904487066,280
0.67,0.12275142544357356,281
0.67,0.1158623470003353,282
0.67,0.1495100081855329,283
0.67,0.12276632424014912,284
0.67,0.12478399657735091,285
0.67,0.1314994193076325,286
0.67,0.1398137301062928,287
0.67,0.1190648595546166,288
0.67,0.11908315518252348,289
0.67,0.15941279449748258,290
0.67,0.1408719467962603,291
0.67,0.11192743805729251,292
0.67,0.153076084561855,293
0.67,0.13127967673983554,294
0.67,0.10963170559138416,295
0.67,0.12484796723770902,296
0.67,0.14192781666867663,297
0.67,0.1294463362343445,298
0.67,0.1056627598397878,299
0.67,0.11479985334123534,300
0.67,0.13149988598229612,301
0.67,0.08758394452108922,302
0.67,0.12605714327792403,303
0.67,0.0936804158940793,304
0.67,0.11982193121390486,305
0.67,0.128911482892633,306
0.67,0.08768039703145959,307
0.71,0.10556310528503028,308
0.71,0.10831044722052058,309
0.71,0.11008594560957316,310
0.71,0.13195520470075311,311
0.71,0.09081582556809295,312
0.71,0.12332606658564219,313
0.71,0.10662334848470902,314
0.71,0.11570160364165684,315
0.71,0.123548034650206,316
0.71,0.0985043181028316,317
0.71,0.09090675082955917,318
0.71,0.09691358347582105,319
0.71,0.07623443339992264,320
0.71,0.12798704905426436,321
0.71,0.11474588341857526,322
0.71,0.09732440896629299,323
0.71,0.10912088040935039,324
0.71,0.10804997749972013,325
0.71,0.13895130447362922,326
0.71,0.13588452795857472,327
0.71,0.10899825834493822,328
0.71,0.0958427469429986,329
0.71,0.0714676895831639,330
0.74,0.08721011553400969,331
0.74,0.08853232893213377,332
0.74,0.08425536683703742,333
0.74,0.10461843277161945,334
0.74,0.08787450162720584,335
0.74,0.11465875412696683,336
0.74,0.08653099511508376,337
0.74,0.05731821142174995,338
0.74,0.1094280914837792,339
0.74,0.08441361587280294,340
0.74,0.10517542643909278,341
0.74,0.08948726804088256,342
0.74,0.07466905128051185,343
0.74,0.09887952114201295,344
0.74,0.10879909211189612,345
0.74,0.1114072306469677,346
0.74,0.10000392039320799,347
0.74,0.12074145729803502,348
0.74,0.08126409965882175,349
0.74,0.08223502763527296,350
0.74,0.0755350669960855,351
0.74,0.0776871208743159,352
0.74,0.06402124122195067,353
0.74,0.06182212036105389,354
0.74,0.0889397737950473,355
0.74,0.06994193788538342,356
0.74,0.07407991584826097,357
0.74,0.06367613019346763,358
0.74,0.07285564282994197,359
0.74,0.059473174700982866,360
0.74,0.06658722040320737,361
0.74,0.04841966970135503,362
0.8,0.054685529579301305,363
0.8,0.08178821288704385,364
0.8,0.05599969924913705,365
0.8,0.029397224920230985,366
0.84,0.0413454183719732,367
0.84,0.04994439907517011,368
0.84,0.06255797626948581,369
0.84,0.03158006188342096,370
0.85,0.04658310855615091,371
0.85,0.038760399812641844,372
0.85,0.04770465040598947,373
0.85,0.058335793794047054,374
0.85,0.0572909331015861,375
0.85,0.059050452649176376,376
0.85,0.03805581333273985,377
0.85,0.028578344647218354,378
0.85,0.033724232547047435,379
0.85,0.052264247676792476,380
0.85,0.05064185771306417,381
0.85,0.04691186160293468,382
0.85,0.03468964448634711,383
0.89,0.058872977071425574,384
0.89,0.050614517514616465,385
0.89,0.03733644831105456,386
0.89,0.04691511697853471,387
0.89,0.043691284818027976,388
0.89,0.07862373508965355,389
0.89,0.03801863610104351,390
0.89,0.04032677904267689,391
0.89,0.05109376193475603,392
0.89,0.04782898201534245,393
0.89,0.023455985816036473,394
0.93,0.058337555973224146,395
0.93,0.025655796543299938,396
0.93,0.031276598153328526,397
0.93,0.03194530378418559,398
0.93,0.025795515972367854,399
0.93,0.04803866840017361,400
0.93,0.03030803047204508,401
0.93,0.02496115823981834,402
0.93,0.02848875679221841,403
0.93,0.016070450031692524,404
0.96,0.025113225126285145,405
0.96,0.034469419720686484,406
0.96,0.018244529830354128,407
0.96,0.024934162001386442,408
0.96,0.023552322956673314,409
0.96,0.033842517431653174,410
0.96,0.04063292847793498,411
0.96,0.024496315423727866,412
0.96,0.027792856984948034,413
0.96,0.029257071197242565,414
0.96,0.025146863318068476,415
0.96,0.02010126588967214,416
0.96,0.021368795346427362,417
0.96,0.025232739366225488,418
0.96,0.026238092123483703,419
0.96,0.022299180252998548,420
0.97,0.024605167991753375,421
0.97,0.014697100573350844,422
0.97,0.01933287751857264,423
0.97,0.032776711208357165,424
0.97,0.024011232914370836,425
0.97,0.030346915344832085,426
0.97,0.026265719049800827,427
0.97,0.021566885026051804,428
0.97,0.032563737811256224,429
0.97,0.01684664991289431,430
0.98,0.02227904328615745,431
0.98,0.037602034055647604,432
0.98,0.015159484984598081,433
0.98,0.04554461214173653,434
0.98,0.022526256581939266,435
0.98,0.024272702388395247,436
0.98,0.012949034706486895,437
0.99,0.015314308835775716,438
0.99,0.03807747963944037,439
0.99,0.023441595275441665,440
0.99,0.021175989237204165,441
0.99,0.014386827942566406,442
0.99,0.011380693779758875,443
0.99,0.01302799982192578,444
0.99,0.019129033890667304,445
0.99,0.020515025083894925,446
0.99,0.020170539319962794,447
0.99,0.02609114901788577,448
0.99,0.01671874031610092,449
0.99,0.019762305698225048,450
0.99,0.03177775247090356,451
0.99,0.025353177081424844,452
0.99,0.03965310999093396,453
0.99,0.013368467370530763,454
0.99,0.04987863745526916,455
0.99,0.020432889546204817,456
0.99,0.023266190189778043,457
0.99,0.026871444569225755,458
0.99,0.02804434138220924,459
0.99,0.017853134483965617,460
0.99,0.02360479463401696,461
0.99,0.017955662237297373,462
0.99,0.030512080676834127,463
0.99,0.017673628314672663,464
0.99,0.01948309166469879,465
0.99,0.013938337592295826,466
0.99,0.026897284150457165,467
0.99,0.032139171398388504,468
0.99,0.01200237163388152,469
0.99,0.022208017399732466,470
0.99,0.007334465861584038,471
0.99,0.021929115788091265,472
0.99,0.018881879417196188,473
0.99,0.01599869110776678,474
0.99,0.026190042606838815,475
0.99,0.019225034345268135,476
0.99,0.01952366009734038,477
0.99,0.015960510321035147,478
0.99,0.007592516264773407,479
0.99,0.01564311575587,480
0.99,0.016643435170539667,481
0.99,0.013679306449413503,482
0.99,0.01651817907500605,483
0.99,0.030060021265425608,484
0.99,0.012018154351810105,485
0.99,0.01216869984637857,486
0.99,0.015540545368634332,487
0.99,0.020326055162767115,488
0.99,0.009346318613479645,489
0.99,0.011526113597066977,490
0.99,0.011098364902415503,491
0.99,0.013243396126781293,492
0.99,0.021627405137566575,493
0.99,0.0084756911025006,494
0.99,0.031189145768003773,495
0.99,0.02377199255038836,496
0.99,0.012665815439672793,497
0.99,0.015437605568638935,498
0.99,0.03045704717003002,499
0.99,0.0678083083072022,500
0.99,0.00995001935257283,501
0.99,0.02729401609105759,502
0.99,0.018397304624494376,503
0.99,0.014169828470089017,504
0.99,0.03223305160725448,505
0.99,0.01884299924072621,506
0.99,0.013112098649559199,507
0.99,0.02607577445904855,508
0.99,0.012357374841643485,509
0.99,0.013261457369188101,510
0.99,0.014790813838217912,511
0.99,0.01964724861730483,512
0.99,0.03821006950208056,513
0.99,0.0193277381291882,514
0.99,0.011609786714863573,515
0.99,0.017292687110905904,516
0.99,0.022045859175588274,517
0.99,0.017641213773768573,518
0.99,0.01167198170818241,519
0.99,0.011648631204297375,520
0.99,0.007130282007692224,521
1.0,0.014718183489815849,522
1.0,0.016981869468216955,523
1.0,0.01079570546860779,524
1.0,0.016258741497940057,525
1.0,0.024606584303460178,526
1.0,0.01738503446653789,527
1.0,0.012323083827790047,528
1.0,0.009853943644815103,529
1.0,0.026396144627338445,530
1.0,0.008726463123325442,531
1.0,0.03179306731608864,532
1.0,0.014568100007622693,533
1.0,0.019145640504135687,534
1.0,0.00789435599201456,535
1.0,0.0131433819594751,536
1.0,0.011025256138786896,537
1.0,0.01804424115752943,538
1.0,0.013631717504812735,539
1.0,0.004919281884473169,540
1.0,0.010821939868261543,541
1.0,0.00765185762062851,542
1.0,0.009944859384681025,543
1.0,0.0058093596496444485,544
1.0,0.007110622384053492,545
1.0,0.009324113434075963,546
1.0,0.013941420241454386,547
1.0,0.010255760537694532,548
1.0,0.011847678922528065,549
1.0,0.012187270642228146,550
1.0,0.013258121723513839,551
1.0,0.011189113829254672,552
1.0,0.015685281254538067,553
1.0,0.00840736123787186,554
1.0,0.007437312072282321,555
1.0,0.012551787652970041,556
1.0,0.006527174878819176,557
1.0,0.011043462551851973,558
1.0,0.009145989433481126,559
1.0,0.005761309515286654,560
1.0,0.010459050562831123,561
1.0,0.01624097968702764,562
1.0,0.013964161475808017,563
1.0,0.00880149528007617,564
1.0,0.009375474132088503,565
1.0,0.009074166299767834,566
1.0,0.01232634185207965,567
1.0,0.012197152626738752,568
1.0,0.007966411235105058,569
1.0,0.009298794260446481,570
1.0,0.008456709659867893,571
1.0,0.004407353607876342,572
1.0,0.007686192843394586,573
1.0,0.008044288175140949,574
1.0,0.012683470346119911,575
1.0,0.007137205608649805,576
1.0,0.01945960014860725,577
1.0,0.006333260445381444,578
1.0,0.010740738008570101,579
1.0,0.008686892124612752,580
1.0,0.015324938950511055,581
1.0,0.00721494746364375,582
1.0,0.008623690799156352,583
1.0,0.01001602846141085,584
1.0,0.005664945543230165,585
1.0,0.007484219532729385,586
1.0,0.015582045153950168,587
1.0,0.009680288489260865,588
1.0,0.006717070055059613,589
1.0,0.004702478641330111,590
1.0,0.005472682109798737,591
1.0,0.011835595701941346,592
1.0,0.011112603500252205,593
1.0,0.01653518115103807,594
1.0,0.015529498593890436,595
1.0,0.005927533755345319,596
1.0,0.005485250080443704,597
1.0,0.006045352932229651,598
1.0,0.009654041299516318,599
1.0,0.005088160787634751,600
1.0,0.01765032850677476,601
1.0,0.007013380205826302,602
1.0,0.01179392181085096,603
1.0,0.004660872286481186,604
1.0,0.013138894158824016,605
1.0,0.00607401302689275,606
1.0,0.012539681140664775,607
1.0,0.005982572242621568,608
1.0,0.009327933975881227,609
1.0,0.006261517062142143,610
1.0,0.022962030457300914,611
1.0,0.007062233565720749,612
1.0,0.008011285934492837,613
1.0,0.009165204870191717,614
1.0,0.009627359051383845,615
1.0,0.01807759851515862,616
1.0,0.007823545781362247,617
1.0,0.008236927458074965,618
1.0,0.005430493420529522,619
1.0,0.004603811690885375,620
1.0,0.007535197019671808,621
1.0,0.010555909299755313,622
1.0,0.007562659578905564,623
1.0,0.012398311208980835,624
1.0,0.010549597302323384,625
1.0,0.009628248319631817,626
1.0,0.002868076248583387,627
1.0,0.008956925118065345,628
1.0,0.0138312159279125,629
1.0,0.005848997864031861,630
1.0,0.011384447774460673,631
1.0,0.010938463580760546,632
1.0,0.007611273955605694,633
1.0,0.011707863351870098,634
1.0,0.008312939364900787,635
1.0,0.0043159197186448586,636
1.0,0.02116539915804412,637
1.0,0.007097375590471868,638
1.0,0.01115974322464799,639
1.0,0.0038277395114374945,640
1.0,0.008536222119771937,641
1.0,0.006288449573158522,642
1.0,0.004409615203115721,643
1.0,0.0027303396570448595,644
1.0,0.00509126596790708,645
1.0,0.009692894257882202,646
1.0,0.015328033340853782,647
1.0,0.0037486765708711774,648
1.0,0.01394714760388499,649
1.0,0.008372157104905645,650
1.0,0.008884927674995116,651
1.0,0.00524173514413122,652
1.0,0.005629853015862366,653
1.0,0.00417660749719212,654
1.0,0.005281713985899017,655
1.0,0.0058584120394243955,656
