Outer_Success,Outer_iter,Outer_MeanRewards
0.420081967213,1,0.0
0.465163934426,2,0.0
0.477459016393,3,0.0
0.510245901639,4,0.0
0.540983606557,5,0.0
0.588114754098,6,0.0
0.561475409836,7,0.0
0.577868852459,8,0.0
0.622950819672,9,0.0
0.540983606557,10,0.0
0.600409836066,11,0.0
0.678278688525,12,0.0
0.594262295082,13,0.0
0.612704918033,14,0.0
0.661885245902,15,0.0
0.668032786885,16,0.0
0.631147540984,17,0.0
0.620901639344,18,0.0
0.66393442623,19,0.0
0.700819672131,20,0.0
0.743852459016,21,0.0
0.731557377049,22,0.0
0.762295081967,23,0.0
0.713114754098,24,0.0
0.694672131148,25,0.0
0.684426229508,26,0.0
0.678278688525,27,0.0
0.540983606557,28,0.0
0.547131147541,29,0.0
0.569672131148,30,0.0
0.559426229508,31,0.0
0.545081967213,32,0.0
0.575819672131,33,0.0
0.614754098361,34,0.0
0.571721311475,35,0.0
0.614754098361,36,0.0
0.514344262295,37,0.0
0.584016393443,38,0.0
0.598360655738,39,0.0
0.647540983607,40,0.0
0.680327868852,41,0.0
0.659836065574,42,0.0
0.651639344262,43,0.0
0.639344262295,44,0.0
0.649590163934,45,0.0
0.651639344262,46,0.0
0.612704918033,47,0.0
0.622950819672,48,0.0
0.56762295082,49,0.0
0.647540983607,50,0.0
0.620901639344,51,0.0
0.602459016393,52,0.0
0.647540983607,53,0.0
0.635245901639,54,0.0
0.641393442623,55,0.0
0.579918032787,56,0.0
0.604508196721,57,0.0
0.573770491803,58,0.0
0.592213114754,59,0.0
0.545081967213,60,0.0
0.612704918033,61,0.0
0.58606557377,62,0.0
0.569672131148,63,0.0
0.590163934426,64,0.0
0.545081967213,65,0.0
0.59631147541,66,0.0
0.534836065574,67,0.0
0.516393442623,68,0.0
0.575819672131,69,0.0
0.573770491803,70,0.0
0.489754098361,71,0.0
0.532786885246,72,0.0
0.483606557377,73,0.0
0.512295081967,74,0.0
0.524590163934,75,0.0
0.524590163934,76,0.0
0.588114754098,77,0.0
0.581967213115,78,0.0
0.66393442623,79,0.0
0.594262295082,80,0.0
0.604508196721,81,0.0
0.55737704918,82,0.0
0.536885245902,83,0.0
0.532786885246,84,0.0
0.569672131148,85,0.0
0.577868852459,86,0.0
0.625,87,0.0
0.563524590164,88,0.0
0.555327868852,89,0.0
0.559426229508,90,0.0
0.5,91,0.0
0.565573770492,92,0.0
