Outer_Success,Outer_iter,Outer_MeanRewards
0.43237704918,1,0.0
0.668032786885,2,0.0
0.551229508197,3,0.0
0.573770491803,4,0.0
0.600409836066,5,0.0
0.65368852459,6,0.0
0.633196721311,7,0.0
0.639344262295,8,0.0
0.709016393443,9,0.0
0.704918032787,10,0.0
0.690573770492,11,0.0
0.774590163934,12,0.0
0.780737704918,13,0.0
0.741803278689,14,0.0
0.731557377049,15,0.0
0.766393442623,16,0.0
0.797131147541,17,0.0
0.80737704918,18,0.0
0.809426229508,19,0.0
0.774590163934,20,0.0
0.81762295082,21,0.0
0.77868852459,22,0.0
0.78893442623,23,0.0
0.795081967213,24,0.0
0.770491803279,25,0.0
0.786885245902,26,0.0
0.790983606557,27,0.0
0.786885245902,28,0.0
0.780737704918,29,0.0
0.75,30,0.0
0.715163934426,31,0.0
0.723360655738,32,0.0
0.760245901639,33,0.0
0.821721311475,34,0.0
0.516393442623,35,0.0
0.78893442623,36,0.0
0.768442622951,37,0.0
0.772540983607,38,0.0
0.733606557377,39,0.0
0.772540983607,40,0.0
0.752049180328,41,0.0
0.737704918033,42,0.0
0.793032786885,43,0.0
0.823770491803,44,0.0
0.790983606557,45,0.0
0.795081967213,46,0.0
0.782786885246,47,0.0
0.762295081967,48,0.0
0.733606557377,49,0.0
0.782786885246,50,0.0
0.77868852459,51,0.0
0.756147540984,52,0.0
0.776639344262,53,0.0
0.756147540984,54,0.0
0.772540983607,55,0.0
0.772540983607,56,0.0
0.696721311475,57,0.0
0.672131147541,58,0.0
0.68237704918,59,0.0
0.66393442623,60,0.0
0.655737704918,61,0.0
0.700819672131,62,0.0
0.674180327869,63,0.0
0.665983606557,64,0.0
0.735655737705,65,0.0
0.68237704918,66,0.0
0.741803278689,67,0.0
0.66393442623,68,0.0
0.672131147541,69,0.0
0.65368852459,70,0.0
0.620901639344,71,0.0
0.627049180328,72,0.0
0.625,73,0.0
0.588114754098,74,0.0
0.608606557377,75,0.0
0.565573770492,76,0.0
0.590163934426,77,0.0
0.543032786885,78,0.0
0.571721311475,79,0.0
0.612704918033,80,0.0
0.629098360656,81,0.0
0.588114754098,82,0.0
0.625,83,0.0
0.459016393443,84,0.0
0.452868852459,85,0.0
0.483606557377,86,0.0
0.508196721311,87,0.0
0.479508196721,88,0.0
0.379098360656,89,0.0
0.485655737705,90,0.0
0.520491803279,91,0.0
0.479508196721,92,0.0
