stats_g/mean,train/success_rate,train/mean_Q,stats_o/std,stats_o/mean,train/episode,epoch,stats_g/std
-6.728183746337891,0.0,0.9380580186843872,5.680583477020264,-5.314422607421875,17050.0,0,6.3225250244140625
-6.731043815612793,0.0,0.9300529360771179,5.681638717651367,-5.317254543304443,17100.0,1,6.323086738586426
