Outer_Success,Outer_MeanRewards,Outer_iter
0.0286885245902,0.0286885245902,1
0.0286885245902,0.0286885245902,2
0.0286885245902,0.0286885245902,3
0.0286885245902,0.0286885245902,4
0.0286885245902,0.0286885245902,5
0.0286885245902,0.0286885245902,6
0.0286885245902,0.0286885245902,7
0.0286885245902,0.0286885245902,8
0.0286885245902,0.0286885245902,9
0.0286885245902,0.0286885245902,10
0.0286885245902,0.0286885245902,11
0.0286885245902,0.0286885245902,12
0.0286885245902,0.0286885245902,13
0.0286885245902,0.0286885245902,14
0.0286885245902,0.0286885245902,15
0.0286885245902,0.0286885245902,16
0.0286885245902,0.0286885245902,17
0.0286885245902,0.0286885245902,18
0.0286885245902,0.0286885245902,19
0.0286885245902,0.0286885245902,20
0.0286885245902,0.0286885245902,21
0.0286885245902,0.0286885245902,22
0.0286885245902,0.0286885245902,23
0.0286885245902,0.0286885245902,24
0.0286885245902,0.0286885245902,25
0.0286885245902,0.0286885245902,26
0.0286885245902,0.0286885245902,27
0.0286885245902,0.0286885245902,28
0.0286885245902,0.0286885245902,29
0.0286885245902,0.0286885245902,30
0.0286885245902,0.0286885245902,31
0.0286885245902,0.0286885245902,32
0.0286885245902,0.0286885245902,33
0.0286885245902,0.0286885245902,34
0.0286885245902,0.0286885245902,35
0.0286885245902,0.0286885245902,36
0.0286885245902,0.0286885245902,37
0.0286885245902,0.0286885245902,38
0.0286885245902,0.0286885245902,39
0.0286885245902,0.0286885245902,40
0.0286885245902,0.0286885245902,41
0.0286885245902,0.0286885245902,42
0.0286885245902,0.0286885245902,43
0.0286885245902,0.0286885245902,44
0.0286885245902,0.0286885245902,45
0.0286885245902,0.0286885245902,46
0.0286885245902,0.0286885245902,47
0.0286885245902,0.0286885245902,48
0.0286885245902,0.0286885245902,49
0.0286885245902,0.0286885245902,50
0.0286885245902,0.0286885245902,51
0.0286885245902,0.0286885245902,52
0.0286885245902,0.0286885245902,53
0.0286885245902,0.0286885245902,54
0.0286885245902,0.0286885245902,55
0.0286885245902,0.0286885245902,56
0.0286885245902,0.0286885245902,57
0.0286885245902,0.0286885245902,58
0.0286885245902,0.0286885245902,59
0.0286885245902,0.0286885245902,60
0.0286885245902,0.0286885245902,61
0.0286885245902,0.0286885245902,62
0.0286885245902,0.0286885245902,63
0.0286885245902,0.0286885245902,64
0.0286885245902,0.0286885245902,65
0.0286885245902,0.0286885245902,66
0.0286885245902,0.0286885245902,67
0.0286885245902,0.0286885245902,68
0.0286885245902,0.0286885245902,69
0.0286885245902,0.0286885245902,70
0.0286885245902,0.0286885245902,71
0.0286885245902,0.0286885245902,72
0.0286885245902,0.0286885245902,73
0.0286885245902,0.0286885245902,74
0.0286885245902,0.0286885245902,75
0.0286885245902,0.0286885245902,76
0.0286885245902,0.0286885245902,77
0.0286885245902,0.0286885245902,78
0.0286885245902,0.0286885245902,79
0.0286885245902,0.0286885245902,80
0.0286885245902,0.0286885245902,81
0.0286885245902,0.0286885245902,82
0.0286885245902,0.0286885245902,83
0.0286885245902,0.0286885245902,84
0.0286885245902,0.0286885245902,85
0.0286885245902,0.0286885245902,86
0.0286885245902,0.0286885245902,87
0.0286885245902,0.0286885245902,88
0.0286885245902,0.0286885245902,89
0.0286885245902,0.0286885245902,90
0.0286885245902,0.0286885245902,91
0.0286885245902,0.0286885245902,92
0.0286885245902,0.0286885245902,93
0.0286885245902,0.0286885245902,94
0.0286885245902,0.0286885245902,95
