Outer_Success,Outer_MeanRewards,Outer_iter
0.0286885245902,0.0286885245902,0
0.0348360655738,0.0348360655738,1
0.196721311475,0.196721311475,2
0.276639344262,0.276639344262,3
0.297131147541,0.297131147541,4
0.323770491803,0.323770491803,5
0.352459016393,0.352459016393,6
0.377049180328,0.377049180328,7
0.448770491803,0.448770491803,8
0.506147540984,0.506147540984,9
0.520491803279,0.520491803279,10
0.479508196721,0.479508196721,11
0.342213114754,0.342213114754,12
0.313524590164,0.313524590164,13
0.366803278689,0.366803278689,14
0.459016393443,0.459016393443,15
0.491803278689,0.491803278689,16
0.514344262295,0.514344262295,17
0.487704918033,0.487704918033,18
0.428278688525,0.428278688525,19
0.381147540984,0.381147540984,20
0.526639344262,0.526639344262,21
0.631147540984,0.631147540984,22
0.655737704918,0.655737704918,23
0.659836065574,0.659836065574,24
0.684426229508,0.684426229508,25
0.629098360656,0.629098360656,26
0.655737704918,0.655737704918,27
0.739754098361,0.739754098361,28
0.745901639344,0.745901639344,29
0.770491803279,0.770491803279,30
0.776639344262,0.776639344262,31
0.75,0.75,32
0.719262295082,0.719262295082,33
0.713114754098,0.713114754098,34
0.739754098361,0.739754098361,35
0.770491803279,0.770491803279,36
0.815573770492,0.815573770492,37
0.776639344262,0.776639344262,38
0.727459016393,0.727459016393,39
0.764344262295,0.764344262295,40
0.819672131148,0.819672131148,41
0.848360655738,0.848360655738,42
0.813524590164,0.813524590164,43
0.815573770492,0.815573770492,44
0.799180327869,0.799180327869,45
0.868852459016,0.868852459016,46
0.831967213115,0.831967213115,47
0.850409836066,0.850409836066,48
0.84631147541,0.84631147541,49
0.784836065574,0.784836065574,50
0.834016393443,0.834016393443,51
0.860655737705,0.860655737705,52
0.829918032787,0.829918032787,53
0.848360655738,0.848360655738,54
0.844262295082,0.844262295082,55
0.848360655738,0.848360655738,56
0.870901639344,0.870901639344,57
0.860655737705,0.860655737705,58
0.834016393443,0.834016393443,59
0.83606557377,0.83606557377,60
0.889344262295,0.889344262295,61
0.877049180328,0.877049180328,62
0.823770491803,0.823770491803,63
0.901639344262,0.901639344262,64
0.911885245902,0.911885245902,65
0.918032786885,0.918032786885,66
0.838114754098,0.838114754098,67
0.887295081967,0.887295081967,68
