Outer_Success,Outer_iter,Outer_MeanRewards
0.030737704918,0,0.0
0.43237704918,1,0.0
0.40368852459,2,0.0
0.381147540984,3,0.0
0.352459016393,4,0.0
0.536885245902,5,0.0
0.559426229508,6,0.0
0.508196721311,7,0.0
0.463114754098,8,0.0
0.512295081967,9,0.0
0.555327868852,10,0.0
0.53893442623,11,0.0
0.608606557377,12,0.0
0.606557377049,13,0.0
0.645491803279,14,0.0
0.629098360656,15,0.0
0.704918032787,16,0.0
0.610655737705,17,0.0
0.444672131148,18,0.0
0.438524590164,19,0.0
0.581967213115,20,0.0
0.530737704918,21,0.0
0.504098360656,22,0.0
0.592213114754,23,0.0
0.670081967213,24,0.0
0.643442622951,25,0.0
0.639344262295,26,0.0
0.618852459016,27,0.0
0.717213114754,28,0.0
0.600409836066,29,0.0
0.577868852459,30,0.0
0.608606557377,31,0.0
0.608606557377,32,0.0
0.56762295082,33,0.0
0.637295081967,34,0.0
0.629098360656,35,0.0
0.625,36,0.0
0.655737704918,37,0.0
0.543032786885,38,0.0
0.577868852459,39,0.0
0.65368852459,40,0.0
0.606557377049,41,0.0
0.702868852459,42,0.0
0.637295081967,43,0.0
0.65368852459,44,0.0
0.672131147541,45,0.0
0.65368852459,46,0.0
0.674180327869,47,0.0
0.612704918033,48,0.0
0.614754098361,49,0.0
0.561475409836,50,0.0
0.543032786885,51,0.0
0.584016393443,52,0.0
0.592213114754,53,0.0
