Outer_MeanRewards,Outer_Success,Outer_iter
0.0,0.0491803278689,0
0.0,0.379098360656,1
0.0,0.426229508197,2
0.0,0.409836065574,3
0.0,0.481557377049,4
0.0,0.53893442623,5
0.0,0.616803278689,6
0.0,0.625,7
0.0,0.66393442623,8
0.0,0.661885245902,9
0.0,0.743852459016,10
0.0,0.743852459016,11
0.0,0.674180327869,12
0.0,0.700819672131,13
0.0,0.741803278689,14
0.0,0.71106557377,15
0.0,0.733606557377,16
0.0,0.655737704918,17
0.0,0.684426229508,18
0.0,0.635245901639,19
0.0,0.659836065574,20
0.0,0.665983606557,21
0.0,0.713114754098,22
0.0,0.735655737705,23
0.0,0.762295081967,24
0.0,0.764344262295,25
0.0,0.772540983607,26
0.0,0.77868852459,27
0.0,0.68237704918,28
0.0,0.768442622951,29
0.0,0.727459016393,30
0.0,0.768442622951,31
0.0,0.627049180328,32
0.0,0.610655737705,33
0.0,0.581967213115,34
0.0,0.625,35
0.0,0.606557377049,36
0.0,0.700819672131,37
0.0,0.606557377049,38
0.0,0.72131147541,39
0.0,0.756147540984,40
0.0,0.575819672131,41
0.0,0.733606557377,42
0.0,0.764344262295,43
0.0,0.756147540984,44
0.0,0.764344262295,45
0.0,0.780737704918,46
0.0,0.741803278689,47
0.0,0.790983606557,48
0.0,0.797131147541,49
0.0,0.725409836066,50
0.0,0.768442622951,51
0.0,0.733606557377,52
0.0,0.625,53
0.0,0.696721311475,54
