stats_g/mean,stats_o/mean,d_expert_mean,d_expert_std,d_agent_mean,train/episode,d_agent_std,stats_g/std,train/mean_Q,stats_o/std,train/success_rate,epoch
-8.164043426513672,-4.330033779144287,-0.28813,0.179679,-2.17764,13300.0,1.44917,6.706464767456055,-4.5985894203186035,4.429660320281982,0.5,0
-8.162313461303711,-4.329792022705078,-0.287673,0.209123,-2.07894,13350.0,1.56571,6.705777168273926,-3.635396718978882,4.429603099822998,0.6,1
-8.164485931396484,-4.330652713775635,-0.27725,0.18322,-2.26189,13400.0,1.59131,6.706540107727051,-4.807947158813477,4.429974555969238,0.7,2
