Outer_Success,Outer_iter,MinDisToGoal
0.94,73,0.045553369764220655
0.94,74,0.02350433365597269
0.94,75,0.022338925197130256
0.95,76,0.025287937847165206
0.95,77,0.01933193965347775
0.95,78,0.026391073799682755
0.95,79,0.024474706884457128
0.95,80,0.023599894733167658
0.95,81,0.024691907632557436
0.95,82,0.01866286073187878
0.95,83,0.02374876014427801
0.95,84,0.03007248412370605
0.95,85,0.034693674937257335
0.95,86,0.0435654068527811
0.95,87,0.043780338582199506
0.95,88,0.03037150495687246
0.95,89,0.03260071808232232
0.95,90,0.014817865268277434
0.98,91,0.035345791273389646
0.98,92,0.021403234481114645
0.98,93,0.014369530165305263
0.98,94,0.017661513969446707
0.98,95,0.019401713153680167
0.98,96,0.024303318200849643
0.98,97,0.029404684393100008
0.98,98,0.027068530868540375
0.98,99,0.013311558975019617
0.98,100,0.021424627633261223
0.98,101,0.013925158660874935
0.98,102,0.02098288421013182
0.98,103,0.010786300129232443
1.0,104,0.012861471770522553
1.0,105,0.016482697868031436
1.0,106,0.030603138785589908
1.0,107,0.03656480073829986
1.0,108,0.03162767122950945
1.0,109,0.0182325906024171
1.0,110,0.036620537349208934
1.0,111,0.021932817180962346
1.0,112,0.02566116819137673
1.0,113,0.02600404455261098
1.0,114,0.019225993786587712
1.0,115,0.023235311893085822
1.0,116,0.014203749086069733
1.0,117,0.01131205961381902
1.0,118,0.015863663591399103
1.0,119,0.015360488467351455
1.0,120,0.012676356367614496
1.0,121,0.014824156384081816
1.0,122,0.019869554432313516
1.0,123,0.01887204894995981
1.0,124,0.01052844784173005
1.0,125,0.011591987227226758
1.0,126,0.011367168835589357
1.0,127,0.013658904681682302
1.0,128,0.013374935597122455
1.0,129,0.014361663688778132
1.0,130,0.016096315420276827
1.0,131,0.013599989041255233
1.0,132,0.01751900771378838
1.0,133,0.013842028252171335
1.0,134,0.012406383043515358
1.0,135,0.012297909490358482
1.0,136,0.014683687689431004
1.0,137,0.010542855479444824
1.0,138,0.01053865415903973
1.0,139,0.012594110030247987
1.0,140,0.01110109445165992
1.0,141,0.010793828410568109
1.0,142,0.013734475559212206
1.0,143,0.01584962046068399
1.0,144,0.016725998222742466
1.0,145,0.014483868845236027
1.0,146,0.014660773004663983
1.0,147,0.013798836191457307
1.0,148,0.012885088075784992
1.0,149,0.012747094543487667
1.0,150,0.017367760402834248
1.0,151,0.01333678007515787
1.0,152,0.01031753372584415
1.0,153,0.010803843853596293
1.0,154,0.010539043613707727
1.0,155,0.014494823166184176
1.0,156,0.012400216220373326
1.0,157,0.021999164003094717
1.0,158,0.011882070083398272
1.0,159,0.030402700462849166
1.0,160,0.018527247115540033
1.0,161,0.026551901353859958
1.0,162,0.03613236920507326
1.0,163,0.026914605506218058
1.0,164,0.013208303467825476
1.0,165,0.014220965687291875
1.0,166,0.012266924345561559
1.0,167,0.012944626975523241
1.0,168,0.011592132118790127
1.0,169,0.011551557561858987
1.0,170,0.018882332175789766
1.0,171,0.01909941298208738
1.0,172,0.014882233811482433
1.0,173,0.013323422199172503
1.0,174,0.011541029382410686
1.0,175,0.0173714447573202
1.0,176,0.012165271406569306
1.0,177,0.012166150033917973
1.0,178,0.01176506534541105
1.0,179,0.010662942174569827
1.0,180,0.012201339032992609
1.0,181,0.011852888517452656
1.0,182,0.015818978126614938
1.0,183,0.011085683723643687
1.0,184,0.010036421639584679
1.0,185,0.010693732986078428
1.0,186,0.017610956379517827
1.0,187,0.012193657564522708
1.0,188,0.012737218724996162
1.0,189,0.011421503852912317
1.0,190,0.013185956344113715
1.0,191,0.011128116955328435
1.0,192,0.014461316220465705
1.0,193,0.012938925456122312
1.0,194,0.01121868271184779
1.0,195,0.01025488927196701
1.0,196,0.011033901885895299
1.0,197,0.01800303445141874
1.0,198,0.0189251136981705
1.0,199,0.011672343204588409
1.0,200,0.015829389325379674
1.0,201,0.028300537670560663
1.0,202,0.01895059397391068
1.0,203,0.016104994520351138
1.0,204,0.012470152622224395
1.0,205,0.01133325916200728
1.0,206,0.02385774622603469
1.0,207,0.01276840332776449
1.0,208,0.015699534285733376
1.0,209,0.016139136583516785
1.0,210,0.01909946750750882
1.0,211,0.010512267094554033
1.0,212,0.010748886261086417
1.0,213,0.01049275237109981
1.0,214,0.013104925169532801
1.0,215,0.009110089442656765
1.0,216,0.011360109537657688
1.0,217,0.01093916727195919
1.0,218,0.008430725790078496
1.0,219,0.00953159934975381
1.0,220,0.011433961901626974
1.0,221,0.011579167249994518
1.0,222,0.009784458852026437
1.0,223,0.009771101400936056
1.0,224,0.010182626682359738
1.0,225,0.010186318482564233
1.0,226,0.013429525146268984
1.0,227,0.01391465252294314
1.0,228,0.01786269357726711
1.0,229,0.009470010170022776
1.0,230,0.01648589102412326
1.0,231,0.010103744735479196
1.0,232,0.014851424307492289
1.0,233,0.010153715970779232
1.0,234,0.008897569534537905
1.0,235,0.008236276293704527
1.0,236,0.00997200019292757
1.0,237,0.010931702614864843
1.0,238,0.0135891170440371
1.0,239,0.013459334572920817
1.0,240,0.00944530752068181
1.0,241,0.010422796495609909
1.0,242,0.01147858104984628
1.0,243,0.00953314090376555
1.0,244,0.01076048063641298
1.0,245,0.009712733743243562
1.0,246,0.009571416949575674
1.0,247,0.014105331488070192
1.0,248,0.010814512421333968
1.0,249,0.009245193195419131
1.0,250,0.009016715185228955
1.0,251,0.010272988158358951
1.0,252,0.011708876219670364
1.0,253,0.012653072777691765
1.0,254,0.010339513789217386
1.0,255,0.019767521167636512
1.0,256,0.010420631227248612
1.0,257,0.009547212069965559
1.0,258,0.008677244626624295
1.0,259,0.011080398503808335
1.0,260,0.015438728452982244
1.0,261,0.008526183136584651
1.0,262,0.007606034071969883
1.0,263,0.010574711367428167
1.0,264,0.007544022401579612
1.0,265,0.00879865981408767
1.0,266,0.00973612891026719
1.0,267,0.012051393458629931
1.0,268,0.009017299209850577
1.0,269,0.023764193655242623
1.0,270,0.012025304602361161
1.0,271,0.012166673953158654
1.0,272,0.012336329672449917
1.0,273,0.008691160864621147
1.0,274,0.009173265391793412
1.0,275,0.009053375547597593
1.0,276,0.007464292455014764
1.0,277,0.011084465283999718
1.0,278,0.008593153479632137
1.0,279,0.008720013625943872
1.0,280,0.010214077158753745
1.0,281,0.015663672414575728
1.0,282,0.010263418551889074
1.0,283,0.00872171327304867
1.0,284,0.010014819690573584
1.0,285,0.010456571557802932
1.0,286,0.010142634931305385
1.0,287,0.010948145366067585
1.0,288,0.008658602507127272
1.0,289,0.009423339347409607
1.0,290,0.009705952957840304
1.0,291,0.008582203873908683
1.0,292,0.01018315686294622
1.0,293,0.008840570065932744
1.0,294,0.008984165670416305
1.0,295,0.010070592052684561
1.0,296,0.012096464854041231
1.0,297,0.008390289083876368
1.0,298,0.01073854335819574
1.0,299,0.008151044166292788
1.0,300,0.010532552501771824
1.0,301,0.011313449218414704
1.0,302,0.008849859337670105
1.0,303,0.012869904179519222
1.0,304,0.008696198880694297
1.0,305,0.008289940736668618
1.0,306,0.009582961689945473
1.0,307,0.010650841275560598
1.0,308,0.013514777944458012
1.0,309,0.008567341306391746
1.0,310,0.009011257846118129
1.0,311,0.010417617621929014
1.0,312,0.00785787640842214
1.0,313,0.009261833332585689
1.0,314,0.008892241460455093
1.0,315,0.00880119029413154
1.0,316,0.013985888667939983
1.0,317,0.00928666896452701
1.0,318,0.009986822799625128
1.0,319,0.010645697203090434
1.0,320,0.007800481512722665
1.0,321,0.008900192461114485
1.0,322,0.009507454299097304
1.0,323,0.008211689247286668
1.0,324,0.015615684868866648
1.0,325,0.0076874341230360466
1.0,326,0.00916018047893079
1.0,327,0.009275391954379424
1.0,328,0.00968297331035457
1.0,329,0.010409871104134721
1.0,330,0.009211905928903863
1.0,331,0.008608351028332071
1.0,332,0.009179077660377191
1.0,333,0.009229693723844034
1.0,334,0.00800925893941237
1.0,335,0.008959173206068401
1.0,336,0.009350389191837014
1.0,337,0.008957660145258775
1.0,338,0.007613297928968921
1.0,339,0.007995364903837917
1.0,340,0.009225382687886004
1.0,341,0.008417195465077878
1.0,342,0.009882278268699108
1.0,343,0.012456007537954943
1.0,344,0.008461563017547464
1.0,345,0.008531602642944001
1.0,346,0.010578436578433744
1.0,347,0.009655965303342623
1.0,348,0.009209899721373059
1.0,349,0.008858191361190024
1.0,350,0.008321422642427466
1.0,351,0.00839193175162729
1.0,352,0.009478119895183615
1.0,353,0.013109968921214117
1.0,354,0.010250614840431396
1.0,355,0.00880111826187729
1.0,356,0.010966796566184912
1.0,357,0.008503871651420837
1.0,358,0.007687303831641008
1.0,359,0.008589101879695481
1.0,360,0.008048996503494986
1.0,361,0.010630926972325767
1.0,362,0.008930884650274619
1.0,363,0.011226538094085756
1.0,364,0.011031115861003084
1.0,365,0.00811589715668912
1.0,366,0.011487815663433447
1.0,367,0.007461593222038468
1.0,368,0.008205464501712938
1.0,369,0.010883355076700128
1.0,370,0.008582490094965641
1.0,371,0.010604918919803186
1.0,372,0.007738560670214294
1.0,373,0.007970215592888732
1.0,374,0.008737092185751477
1.0,375,0.007944809457933239
1.0,376,0.007674787919599404
1.0,377,0.008210613875092613
1.0,378,0.010491420884996279
1.0,379,0.011426557224228617
1.0,380,0.012168143400086127
1.0,381,0.007241323443713662
1.0,382,0.008364005687362673
1.0,383,0.007484488790570707
1.0,384,0.008860436047295351
1.0,385,0.015262965316375204
1.0,386,0.008552227714397214
1.0,387,0.008831161353373983
1.0,388,0.010711766319391582
1.0,389,0.008182736067061663
1.0,390,0.009174775863161537
1.0,391,0.011997189636071265
1.0,392,0.007783446212343369
1.0,393,0.008803156515238829
1.0,394,0.01033212269247446
1.0,395,0.006572245527162607
1.0,396,0.0070889516089266665
1.0,397,0.006841014829618398
1.0,398,0.010894112301398085
1.0,399,0.009026760975308738
1.0,400,0.008208749159245231
1.0,401,0.0077575264483779795
1.0,402,0.008338151467270499
1.0,403,0.012808084727825823
1.0,404,0.008507339763222923
1.0,405,0.008895358301223842
1.0,406,0.01951786375083646
1.0,407,0.008303832101883839
1.0,408,0.010010159977968027
1.0,409,0.006640977451026433
1.0,410,0.007651026700566565
1.0,411,0.00914601482183582
1.0,412,0.00789637308315085
1.0,413,0.00809432861045997
1.0,414,0.0077922825568619925
1.0,415,0.007971597893415616
1.0,416,0.008472410136496938
1.0,417,0.011437127789993156
1.0,418,0.00985113863490502
1.0,419,0.008568738858530586
1.0,420,0.0072065854443392596
1.0,421,0.008046554548902098
1.0,422,0.008713422571194009
1.0,423,0.00878006951241905
1.0,424,0.012137874689425314
1.0,425,0.010670468233399179
1.0,426,0.009060770575798965
1.0,427,0.008095806000521033
1.0,428,0.007398183721367756
1.0,429,0.008321496743757284
1.0,430,0.007962191318424914
1.0,431,0.01217483619411168
1.0,432,0.008247038518835587
1.0,433,0.008436153547616614
1.0,434,0.017016139319813176
1.0,435,0.021154594458299827
1.0,436,0.0239571293154156
1.0,437,0.041881441459451885
1.0,438,0.03525478714033802
1.0,439,0.021050276732999598
1.0,440,0.020494296556181
1.0,441,0.007440895125326878
1.0,442,0.014544006773082404
