Outer_MeanRewards,Outer_Success,Outer_iter
0.0,0.559426229508,1
0.0,0.717213114754,2
0.0,0.78893442623,3
0.0,0.813524590164,4
0.0,0.774590163934,5
0.0,0.786885245902,6
0.0,0.81762295082,7
0.0,0.803278688525,8
0.0,0.821721311475,9
0.0,0.889344262295,10
0.0,0.856557377049,11
0.0,0.811475409836,12
0.0,0.864754098361,13
0.0,0.893442622951,14
0.0,0.803278688525,15
0.0,0.81762295082,16
0.0,0.887295081967,17
0.0,0.856557377049,18
0.0,0.834016393443,19
0.0,0.747950819672,20
0.0,0.780737704918,21
0.0,0.780737704918,22
0.0,0.803278688525,23
0.0,0.827868852459,24
0.0,0.813524590164,25
0.0,0.805327868852,26
0.0,0.80737704918,27
0.0,0.758196721311,28
0.0,0.75,29
0.0,0.768442622951,30
0.0,0.745901639344,31
0.0,0.764344262295,32
0.0,0.80737704918,33
0.0,0.758196721311,34
0.0,0.713114754098,35
0.0,0.719262295082,36
0.0,0.813524590164,37
0.0,0.754098360656,38
0.0,0.735655737705,39
0.0,0.754098360656,40
0.0,0.780737704918,41
0.0,0.768442622951,42
0.0,0.782786885246,43
0.0,0.782786885246,44
0.0,0.756147540984,45
0.0,0.747950819672,46
0.0,0.75,47
0.0,0.764344262295,48
0.0,0.758196721311,49
0.0,0.723360655738,50
0.0,0.770491803279,51
0.0,0.735655737705,52
0.0,0.622950819672,53
0.0,0.657786885246,54
0.0,0.737704918033,55
0.0,0.776639344262,56
0.0,0.725409836066,57
0.0,0.735655737705,58
0.0,0.698770491803,59
0.0,0.66393442623,60
0.0,0.713114754098,61
0.0,0.737704918033,62
0.0,0.770491803279,63
0.0,0.795081967213,64
0.0,0.733606557377,65
0.0,0.717213114754,66
0.0,0.776639344262,67
0.0,0.776639344262,68
0.0,0.78893442623,69
0.0,0.758196721311,70
0.0,0.758196721311,71
0.0,0.786885245902,72
0.0,0.782786885246,73
0.0,0.821721311475,74
0.0,0.80737704918,75
0.0,0.799180327869,76
0.0,0.795081967213,77
0.0,0.768442622951,78
0.0,0.80737704918,79
0.0,0.809426229508,80
0.0,0.72131147541,81
0.0,0.743852459016,82
0.0,0.735655737705,83
0.0,0.815573770492,84
0.0,0.786885245902,85
0.0,0.848360655738,86
0.0,0.813524590164,87
0.0,0.834016393443,88
0.0,0.831967213115,89
0.0,0.844262295082,90
0.0,0.868852459016,91
0.0,0.854508196721,92
0.0,0.838114754098,93
