Outer_Success,Outer_iter,Outer_MeanRewards
0.047131147541,0,0.0
0.65368852459,1,0.0
0.768442622951,2,0.0
0.860655737705,3,0.0
0.875,4,0.0
0.809426229508,5,0.0
0.850409836066,6,0.0
0.860655737705,7,0.0
0.825819672131,8,0.0
0.862704918033,9,0.0
0.834016393443,10,0.0
0.856557377049,11,0.0
0.872950819672,12,0.0
0.895491803279,13,0.0
0.786885245902,14,0.0
0.819672131148,15,0.0
0.797131147541,16,0.0
0.891393442623,17,0.0
0.766393442623,18,0.0
0.795081967213,19,0.0
0.786885245902,20,0.0
0.770491803279,21,0.0
0.69262295082,22,0.0
0.77868852459,23,0.0
0.811475409836,24,0.0
0.81762295082,25,0.0
0.81762295082,26,0.0
0.805327868852,27,0.0
0.799180327869,28,0.0
0.83606557377,29,0.0
0.829918032787,30,0.0
0.813524590164,31,0.0
0.823770491803,32,0.0
0.81762295082,33,0.0
0.752049180328,34,0.0
0.811475409836,35,0.0
0.842213114754,36,0.0
0.834016393443,37,0.0
0.784836065574,38,0.0
0.758196721311,39,0.0
0.799180327869,40,0.0
0.782786885246,41,0.0
0.80737704918,42,0.0
0.633196721311,43,0.0
0.825819672131,44,0.0
0.856557377049,45,0.0
0.854508196721,46,0.0
0.809426229508,47,0.0
0.774590163934,48,0.0
0.805327868852,49,0.0
0.819672131148,50,0.0
0.829918032787,51,0.0
0.862704918033,52,0.0
0.844262295082,53,0.0
0.745901639344,54,0.0
