Outer_Success,Outer_iter,Outer_MeanRewards
0.00819672131148,0,0.00819672131148
0.0594262295082,1,0.0594262295082
0.219262295082,2,0.219262295082
0.229508196721,3,0.229508196721
0.206967213115,4,0.206967213115
0.219262295082,5,0.219262295082
0.309426229508,6,0.309426229508
0.34631147541,7,0.34631147541
0.420081967213,8,0.420081967213
0.405737704918,9,0.405737704918
0.436475409836,10,0.436475409836
0.631147540984,11,0.631147540984
0.704918032787,12,0.704918032787
0.543032786885,13,0.543032786885
0.522540983607,14,0.522540983607
0.555327868852,15,0.555327868852
0.588114754098,16,0.588114754098
0.577868852459,17,0.577868852459
0.553278688525,18,0.553278688525
0.631147540984,19,0.631147540984
0.651639344262,20,0.651639344262
0.700819672131,21,0.700819672131
0.69262295082,22,0.69262295082
0.754098360656,23,0.754098360656
0.768442622951,24,0.768442622951
0.834016393443,25,0.834016393443
0.786885245902,26,0.786885245902
0.78893442623,27,0.78893442623
0.815573770492,28,0.815573770492
0.891393442623,29,0.891393442623
0.881147540984,30,0.881147540984
0.84631147541,31,0.84631147541
0.840163934426,32,0.840163934426
0.840163934426,33,0.840163934426
0.866803278689,34,0.866803278689
0.868852459016,35,0.868852459016
0.77868852459,36,0.77868852459
0.78893442623,37,0.78893442623
0.80737704918,38,0.80737704918
0.801229508197,39,0.801229508197
0.864754098361,40,0.864754098361
0.850409836066,41,0.850409836066
0.805327868852,42,0.805327868852
0.834016393443,43,0.834016393443
0.864754098361,44,0.864754098361
0.905737704918,45,0.905737704918
0.93237704918,46,0.93237704918
0.928278688525,47,0.928278688525
0.948770491803,48,0.948770491803
0.891393442623,49,0.891393442623
0.905737704918,50,0.905737704918
0.94262295082,51,0.94262295082
0.891393442623,52,0.891393442623
0.940573770492,53,0.940573770492
0.883196721311,54,0.883196721311
0.815573770492,55,0.815573770492
0.838114754098,56,0.838114754098
0.875,57,0.875
0.877049180328,58,0.877049180328
0.920081967213,59,0.920081967213
0.897540983607,60,0.897540983607
0.909836065574,61,0.909836065574
0.819672131148,62,0.819672131148
0.854508196721,63,0.854508196721
0.881147540984,64,0.881147540984
0.83606557377,65,0.83606557377
0.801229508197,66,0.801229508197
0.879098360656,67,0.879098360656
0.891393442623,68,0.891393442623
